"Name","Status","Description","References","Phase","Votes","Comments"
CVE-1999-0241,Candidate,"Guessable magic cookies in X Windows allows remote attackers to execute commands, e.g. through xterm.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0241   |   XF:http-xguess-cookie",Modified (19990925),"   ACCEPT(3) Hill, Northcutt, Proctor  |     MODIFY(2) Frech, Prosser  |     NOOP(1) Baker  |     REVIEWING(1) Christey","Frech> Also add to references:  |    XF:sol-mkcookie  |    Prosser> additional source  |    Bugtraq  |    ""X11 cookie hijacker""  |    http://www.securityfocus.com  |    Christey> The cookie hijacker thread has to do with stealing cookies  |    through a file with bad permissions.  I'm not sure the  |    X-Force reference identifies this problem either.  |    Christey> CIAC:G-04  |    URL:http://ciac.llnl.gov/ciac/bulletins/g-04.shtml  |    SGI:19960601-01-I  |    URL:ftp://patches.sgi.com/support/free/security/advisories/19960601-01-I  |    CERT:VB-95:08"
CVE-1999-0242,Candidate,"Remote attackers can access mail files via POP3 in some Linux systems that are using shadow passwords.","BUGTRAQ:19951222 mailx-5.5 (slackware /bin/mail) security hole   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0242   |   XF:linux-pop3d",Modified (20000106),"   ACCEPT(1) Baker  |     MODIFY(1) Frech  |     NOOP(4) Christey, Northcutt, Shostack, Wall  |     REVIEWING(1) Levy","Frech> Ambiguous description: need more detail. Possibly:  |    XF:linux-pop3d (mktemp() leads to reading e-mail)  |    Christey> At first glance this might look like CVE-1999-0123 or  |    CVE-1999-0125, however this particular candidate arises out  |    of a brief mention of the problem in a larger posting which  |    discusses CVE-1999-0123 (which may be the same bug as  |    CVE-1999-0125).  See the following phrase in the Bugtraq  |    post: ""one such example of this is in.pop3d""  |      |    However, the original source of this candidate's description  |    explicitly mentions shadowed passwords, though it has no  |    references to help out here."
CVE-1999-0243,Candidate,"Linux cfingerd could be exploited to gain root access.","MISC:http://www.geocrawler.com/archives/3/92/1996/9/0/2217716/",Proposed (19990714),"   ACCEPT(1) Shostack  |     NOOP(4) Baker, Levy, Northcutt, Wall  |     REJECT(2) Christey, Frech","Christey> This has no sources; neither does the original database that  |    this entry came from.  It's a likely duplicate of   |    CVE-1999-0813.  |    Frech> I disagree on the dupe; see Linux-Security Mailing List,  |    ""[linux-security] Cfinger (Yet more :)"" at  |    http://www.geocrawler.com/archives/3/92/1996/9/0/2217716/. Seems as  |    if v1.2.3 is vulnerable, perhaps 1.3.0 also. CVE-1999-0813 pertains  |    to 1.4.x and below and shows up two years later.  |    CHANGE> [Frech changed vote from REVIEWING to REJECT]  |    Frech> If the reference I previously supplied is correct, then  |    it appears as if the poster modified the source using authorized   |    access to make it vulnerable. Modifying the source in this manner   |    does not qualify as being listed a vulnerability.  |    I disagree on the dupe; see Linux-Security Mailing List,  |    ""[linux-security] Cfinger (Yet more :)"" at  |    http://www.geocrawler.com/archives/3/92/1996/9/0/2217716/. Seems as  |    if v1.2.3 is vulnerable, perhaps 1.3.0 also. CVE-1999-0813 pertains  |    to 1.4.x and below and shows up two years later."
CVE-1999-0244,Entry,"Livingston RADIUS code has a buffer overflow which can allow remote execution of commands as root.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0244   |   NAI:NAI-23   |   XF:radius-accounting-overflow",,"",""
CVE-1999-0245,Entry,"Some configurations of NIS+ in Linux allowed attackers to log in as the user ""+"".","BUGTRAQ:19950907 Linux NIS security problem hole and fix   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0245   |   XF:linux-plus",,"",""
CVE-1999-0246,Candidate,"HP Remote Watch allows a remote user to gain root access.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0246   |   XF:hp-remote",Proposed (19990630),"   ACCEPT(4) Frech, Hill, Northcutt, Prosser  |     NOOP(1) Baker  |     RECAST(1) Christey","Frech> Comment: Determine if it's RemoteWatch or Remote Watch.  |    Christey> HP:HPSBUX9610-039 alludes to multiple vulnerabilities in  |    Remote Watch (the advisory uses two words, not one, for the  |    ""Remote Watch"" name)  |      |    ADDREF BUGTRAQ:19961015 HP/UX Remote Watch (was Re: BoS: SOD remote exploit)  |    URL:http://www.securityfocus.com/templates/archive.pike?list=1&msg=199610151351.JAA18241@grymoire.crd.ge.com  |    Prosser> agree that the advisory mentions two vulnerabilities in Remote  |    Watch, one being a socket connection and other with the showdisk utility  |    which seems to be a suid vulnerability.  Never get much details on this  |    anywhere since the recommendation is to remove the program since it is  |    obsolete and superceded by later tools. Believe the biggest concern here is  |    to just not run the tool at all.  |    Christey> CIAC:H-16  |    Also, http://www.cert.org/vendor_bulletins/VB-96.20.hp  |    And possibly AUSCERT:AA-96.07 at  |    ftp://ftp.auscert.org.au/pub/auscert/advisory/AA-96.07.HP-UX.Remote.Watch.vul  |    Christey> Also BUGTRAQ:19961013 BoS: SOD remote exploit  |    http://marc.theaimsgroup.com/?l=bugtraq&m=87602167419969&w=2  |    Include ""remwatch"" in the description to facilitate search."
CVE-1999-0247,Entry,"Buffer overflow in nnrpd program in INN up to version 1.6 allows remote users to execute arbitrary commands.","BID:1443   |   URL:http://www.securityfocus.com/bid/1443   |   NAI:19970721 INN news server vulnerabilities   |   URL:http://www.nai.com/nai_labs/asp_set/advisory/17_inn_avd.asp   |   XF:inn-bo",,"",""
CVE-1999-0248,Entry,"A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.","CONFIRM:http://www.uni-karlsruhe.de/~ig25/ssh-faq/ssh-faq-6.html#ss6.1   |   MISC:http://oliver.efri.hr/~crv/security/bugs/mUNIXes/ssh2.html",,"",""
CVE-1999-0249,Candidate,"Windows NT RSHSVC program allows remote users to execute arbitrary commands.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0249",Proposed (19990714),"   ACCEPT(1) Baker  |     MODIFY(2) Frech, Wall  |     NOOP(2) Northcutt, Shostack  |     RECAST(1) Christey  |     REVIEWING(1) Levy","Wall> Windows NT Rshsvc.exe from the Windows NT Resource Kit allows  |    remote  |    users to execute arbitrary commands.  |    Source: rshsvc.txt from the Windows NT Resource Kit.  |    Frech> XF:rsh-svc  |    Christey> MSKB:Q158320, last reviewed in January 1999, refers to a case  |    where remote users coming from authorized machines are  |    allowed access regardless of what .rhosts says.  XF:rsh-svc  |    refers to a bug circa 1997 where any remote entity could  |    execute commands as system."
CVE-1999-0250,Candidate,"Denial of service in Qmail through long SMTP commands.","BUGTRAQ:19970612 qmail-dos-2.c, another denial of service attack   |   URL:http://marc.info/?l=bugtraq&m=87602558319024&w=2   |   MISC:http://cr.yp.to/qmail/venema.html   |   MISC:http://www.ornl.gov/its/archives/mailing-lists/qmail/1997/06/threads.html   |   XF:qmail-leng",Modified (20010301),"   ACCEPT(2) Hill, Meunier  |     MODIFY(1) Frech  |     REJECT(1) Baker  |     REVIEWING(1) Christey","Frech> XF:qmail-rcpt  |    Christey> DUPE CVE-1999-0418 and CVE-1999-0144?  |    Christey> Dan Bernstein, author of Qmail, says that this is not a  |    vulnerability in qmail because Unix has built-in resource  |    limits that can restrict the size of a qmail process; other  |    limits can be specified by the administrator.  See  |    http://cr.yp.to/qmail/venema.html  |      |    Significant discussion of this issue took place on the qmail  |    list.  The fundamental question appears to be whether   |    application software should set its own limits, or rely  |    on limits set by the parent operating system (in this case,  |    UNIX).  Also, some people said that the only problem was that  |    the suggested configuration was not well documented, but this  |    was refuted by others.  |      |    See the following threads at  |    http://www.ornl.gov/its/archives/mailing-lists/qmail/1997/06/threads.html  |    ""Denial of service (qmail-smtpd)""  |    ""qmail-dos-2.c, another denial of service""  |    ""[PATCH] denial of service""  |    ""just another qmail denial-of-service""  |    ""the UNIX way""  |    ""Time for a reality check""  |      |    Also see Bugtraq threads on a different vulnerability that  |    is related to this topic:  |    BUGTRAQ:19990903 Web servers / possible DOS Attack / mime header flooding  |    http://archives.neohapsis.com/archives/bugtraq/1998_3/0742.html  |    Baker> This appears to be the same vulnerability listed in CAN 1999-0144.  In reading  |    through both bugtraq postings, the one that is referenced by 0144 is  |    based on a shell code exploit to cause memory exhaustion. The bugtraq  |    posting referenced by this entry refers explicitly to the prior  |    posting for 0144, and states that the same effect could be  |    accomplished by a perl exploit, which was then attached.  |    Baker> http://www.securityfocus.com/archive/1/6969    CVE-1999-0144  |    http://www.securityfocus.com/archive/1/6970    CVE-1999-0250  |      |    Both references should be added to CVE-1999-0144, and CVE-1999-0250  |    should likely be rejected.  |    CHANGE> [Baker changed vote from REVIEWING to REJECT]  |    Christey> XF:qmail-leng no longer exists; check with Andre to see if they  |    regarded it as a duplicate as well.  |      |    qmail-dos-1.c, as published by Wietse Venema (CVE-1999-0250)  |    in ""BUGTRAQ:19970612 Denial of service (qmail-smtpd)"", does not  |    use any RCPT commands.  Instead, it sends long strings  |    of ""X"" characters.  A followup by ""super@UFO.ORG"" includes  |    an exploit that claims to do the same thing; however, that  |    exploit does not send long strings of X characters - it sends  |    a large number of RCPT commands.  It appears that super@ufo.org  |    followed up to the wrong message.  |      |    qmail-dos-2.c, as published by Wietse Venema (CVE-1999-0144)  |    in ""BUGTRAQ:19970612 qmail-dos-2.c, another denial of service attack""  |    sends a large number of RCPT commands.  |      |    ADDREF BUGTRAQ:19970612 Denial of service (qmail-smtpd)  |    ADDREF BUGTRAQ:19970612 qmail-dos-2.c, another denial of service attack  |      |    Also see a related thread:  |    BUGTRAQ:19990308 SMTP server account probing  |    http://marc.theaimsgroup.com/?l=bugtraq&m=92100018214316&w=2  |      |    This also describes a problem with mail servers not being able  |    to handle too many ""RCPT TO"" requests.  A followup message  |    notes that application-level protection is used in Sendmail  |    to prevent this:  |    BUGTRAQ:19990309 Re: SMTP server account probing  |    http://marc.theaimsgroup.com/?l=bugtraq&m=92101584629263&w=2  |    The person further says, ""This attack can easily be  |    prevented with configuration methods."""
CVE-1999-0251,Entry,"Denial of service in talk program allows remote attackers to disrupt a user's display.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0251   |   XF:talkd-flash",,"",""
CVE-1999-0252,Entry,"Buffer overflow in listserv allows arbitrary command execution.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0252   |   XF:smtp-listserv",,"",""
CVE-1999-0253,Candidate,"IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.","L0PHT:19970319   |   MISC:http://www.securityfocus.com/bid/1814   |   XF:http-iis-2e",Modified (20000106),"   ACCEPT(9) Armstrong, Baker, Bishop, Blake, Cole, Collins, Frech, Landfield, Northcutt  |     MODIFY(1) LeBlanc  |     NOOP(3) Ozancin, Prosser, Wall  |     REVIEWING(1) Christey","Christey> This is a problem that was introduced after patching a  |    previous dot bug with the iis-fix hotfix (see CVE-1999-0154).  |    Since the hotfix introduced the problem, this should be  |    treated as a seaprate issue.  |    Wall> Agree with the comment.  |    LeBlanc> - this one is so old, I don't remember it at all and can't verify or  |    deny the issue. If you can find some documentation that says we fixed it (KB  |    article, hotfix, something), then I would change this to ACCEPT  |    CHANGE> [Christey changed vote from NOOP to REVIEWING]  |    Christey> BID:1814  |    URL:http://www.securityfocus.com/bid/1814"
CVE-1999-0254,Candidate,"A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.","ISS:Hidden SNMP community in HP OpenView   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0254   |   XF:hpov-hidden-snmp-comm",Proposed (19990726),"   ACCEPT(2) Baker, Frech  |     NOOP(1) Wall  |     REVIEWING(1) Christey","Christey> What is the proper level of abstraction to use here?  Should  |    we have a separate entry for each different default community  |    string?  See:  |    http://cve.mitre.org/Board_Sponsors/archives/msg00242.html and  |    http://cve.mitre.org/Board_Sponsors/archives/msg00250.html  |    http://cve.mitre.org/Board_Sponsors/archives/msg00251.html  |      |    Until the associated content decisions have been approved  |    by the Editorial Board, this candidate cannot be accepted  |    for inclusion in CVE."
CVE-1999-0255,Candidate,"Buffer overflow in ircd allows arbitrary command execution.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0255",Proposed (19990623),"   ACCEPT(3) Baker, Hill, Northcutt  |     MODIFY(1) Frech  |     NOOP(1) Prosser  |     REJECT(1) Christey","Frech> XF:irc-bo  |    Christey> This is too general and doesn't have any references.  The  |    XF reference doesn't appear toe xist any more.  |      |    Perhaps this reference would help:  |    BUGTRAQ:19970701 ircd buffer overflow  |    Baker> It appears that the XForce entry has been corrected, and there is a patch posted in the original bugtraq post."
CVE-1999-0256,Entry,"Buffer overflow in War FTP allows remote execution of commands.","OSVDB:875   |   URL:http://www.osvdb.org/875   |   XF:war-ftpd",,"",""
CVE-1999-0257,Candidate,"Nestea variation of teardrop IP fragmentation denial of service.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0257",Proposed (19990726),"   ACCEPT(1) Wall  |     MODIFY(1) Frech  |     REVIEWING(1) Christey","Frech> XF:nestea-linux-dos  |    Christey> Not sure how many separate ""instances"" of Teardrop  |    and its ilk.  Also see comments on CVE-1999-0001.  |      |    See: CVE-1999-0015, CVE-1999-0104, CVE-1999-0257, CVE-1999-0258  |      |    Is CVE-1999-0001 the same as CVE-1999-0052?  That one is related  |    to nestea (CVE-1999-0257) and probably the one described in  |    BUGTRAQ:19981023 nestea v2 against freebsd 3.0-Release  |    The patch for nestea is in ip_input.c around line 750.  |    The patches for CVE-1999-0001 are in lines 388&446.  So,   |    CVE-1999-0001 is different from CVE-1999-0257 and CVE-1999-0052.  |    The FreeBSD patch for CVE-1999-0052 is in line 750.  |    So, CVE-1999-0257 and CVE-1999-0052 may be the same, though  |    CVE-1999-0052 should be RECAST since this bug affects Linux  |    and other OSes besides FreeBSD.  |      |    Also see BUGTRAQ:19990909 CISCO and nestea.  |      |    Finally, note that there is no fundamental difference between  |    nestea and nestea2/nestea-v2; they are different ports that  |    exploit the same problem.  |      |    The original nestea advisory is at  |    http://www.technotronic.com/rhino9/advisories/06.htm  |    but notice that the suggested fix is in line 375 of  |    ip_fragment.c, not ip_input.c.  |    Christey> See the SCO advisory at:  |    http://www.securityfocus.com/templates/advisory.html?id=1411  |    which may further clarify the issue.  |    Christey> BUGTRAQ:19980501 nestea does other things  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925819&w=2  |    BUGTRAQ:19980508 nestea2 and HP Jet Direct cards.  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925870&w=2  |    BUGTRAQ:19981027 nestea v2 against freebsd 3.0-Release  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=90951521507669&w=2  |      |    Nestea source code is in  |    MISC:http://oliver.efri.hr/~crv/security/bugs/Linux/ipfrag6.html"
